Material,Name,Formula,Purity,Price,Quantity,Rest
Iron,IRON PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,200 GRAMS,€176.00, Fe    1/4" Dia. x 1/4" Length 200 g 99.95% EVMFE35QXQH
Iron,IRON PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,1 KILOGRAM,P.O.R., Fe    1/4" Dia. x 1/4" Length 1 kg 99.95% EVMFE35QXQKG
Iron,IRON PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,500 GRAMS,€280.00, Fe    1/4" Dia. x 1/4" Length 500 g 99.95% EVMFE35QXQT
Iron,IRON PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,+/-0.020" LONG,P.O.R., Fe    1 LB  +/-0.005" DIA  1/4" Dia. x 1/4" Length 1 lb. 99.99% EVMFE40QXQ
Iron,IRON PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,P.O.R., Fe    1/4" Dia. x 1/4" Length 50 g 99.99% EVMFE40QXQB
Iron,IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€550.00, Fe    1 POUND 1/8" Dia. x 1/8" Length 99.95% EVMFE35EXE
Iron,IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€52.00, Fe    1/8" Dia. x 1/8" Length 25 g 99.95% EVMFE35EXEA
Iron,IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€79.00, Fe    1/8" Dia. x 1/8" Length 50 g 99.95% EVMFE35EXEB
Iron,IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€136.00, Fe    1/8" Dia. x 1/8" Length 100 g 99.95% EVMFE35EXED
Iron,IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,250 GRAMS,€321.00, Fe    1/8" Dia. x 1/8" Length 250 g 99.95% EVMFE35EXEJ
Iron,IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,500 GRAMS,P.O.R., Fe    1/8" Dia. x 1/8" Length 500 g 99.95% EVMFE35EXET
Iron,IRON PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€196.00, Fe    1/8" Dia. x 1/8" Length 100 g 99.99% EVMFE40EXED
Lead,LEAD SHOT,99.995-99.999% PURE,N/A,100 GRAMS,€155.00, Pb   1-4 MM PIECES  1mm - 4mm Shot 100 g 99.999% EVMPB503MMD
Lead,LEAD SHOT,99.995-99.999% PURE,N/A,200 GRAMS,€274.00, Pb   1-4MM PIECES  1mm - 4mm Shot 200 g 99.999% EVMPB503MMH
Lead,LEAD SHOT,99.995-99.999% PURE,N/A,1 KILOGRAM,P.O.R., Pb   1-4MM  1mm - 4mm Shot 1 kg 99.999% EVMPB503MMKG
Lead,LEAD SHOT,99.995-99.999% PURE,N/A,500 GRAMS,€623.00, Pb   1-4 MM PIECES  1mm - 4mm Shot 500 g 99.999% EVMPB503MMT
Lithium,LITHIUM PIECES,99.9% PURE,APPROX 1/4" DIAMETER X 1/4" LONG,25 GRAMS - PACKAGED IN OIL,P.O.R., Li     HAZARDOUS SHIPPING Approx 1/4" x 1/4" Pieces 25 g 99.9% EVMLI30QXQ-A
Lithium,LITHIUM PIECES,99.9% PURE,APPROX 1/8" DIAMETER X 1/8" LONG,25 GRAMS - PACKAGED IN OIL,P.O.R., Li     HAZARDOUS SHIPPING Approx 1/8" x 1/8" Pieces 25 g 99.9% EVMLI30EXE-A
Lithium,LITHIUM PIECES,99.9% PURE,APPROX 1/8" DIAMETER X 1/8" LONG,100 GRAMS - PACKAGED IN OIL,P.O.R., Li     HAZARDOUS SHIPPING Approx 1/8" x 1/8" Pieces 100 g 99.9% EVMLI30EXE-D
Lithium Fluoride,N/A,99.9% PURE 3-6MM PCS,N/A,100 GRAMS,P.O.R.,LITHIUM FLUORIDE  LiF    HAZARDOUS SHIPPING 3mm - 6mm Pieces 100 g 99.9% EVMLIFL3-6M
Magnesium,MAGNESIUM PELLETS,99.9% PURE,1/4" DIAMETER X 1/2" LONG,HAZARDOUS SHIPPING,P.O.R., Mg    1 POUND LOT  1/4" Dia. x 1/2" Length 1 lb. 99.95% EVMMG35QXH
Magnesium,MAGNESIUM PELLETS,99.95% PURE,1/4"DIAMETER X 1/4"LONG,HAZARDOUS SHIPPING,P.O.R., Mg    1 POUND  1/4" Dia. x 1/4" Length 1 lb. 99.95% EVMMG35QXQ
Magnesium,MAGNESIUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,25 GRAMS,P.O.R., Mg     HAZARDOUS SHIPPING 1/4" Dia. x 1/4" Length 25 g 99.95% EVMMG35QXQ-A
Magnesium,MAGNESIUM PELLETS,99.95% PURE,1/4"DIAMETER X 1/4"LONG,50 GRAMS,P.O.R., Mg     HAZARDOUS SHIPPING 1/4" Dia. x 1/4" Length 50 g 99.95% EVMMG35QXQ-B
Magnesium,MAGNESIUM PELLETS,99.95% PURE,1/4"DIAMETER X 1/4"LONG,100 GRAMS,P.O.R., Mg     HAZARDOUS SHIPPING 1/4" Dia. x 1/4" Length 100 g 99.95% EVMMG35QXQ-D
Magnesium,MAGNESIUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,250 GRAMS,P.O.R., Mg     HAZARDOUS SHIPPING 1/4" Dia. x 1/4" Length 250 g 99.95% EVMMG35QXQ-J
Magnesium Aluminate,MAGNESIUM ALUMINUM OXIDE PIECES,99.9% PURE,N/A,PER GRAM,€0.95, MgAl2O4   3-12MM PIECES  3 mm -12 mm Pieces Per Gram 99.9% EVMGALO3-12X
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.99% PURE,N/A,1 KILOGRAM,€218.00, MgF2   1-2.5MM PIECES  1mm - 2.5mm Pieces 1 kg 99.99% EVMMGF-1-2.5
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.99% PURE,N/A,25 GRAMS,€33.00, MgF2   1-2.5MM PIECES  1mm - 2.5mm Pieces 25 g 99.99% EVMMGF-1-2.5A
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.99% PURE,N/A,50 GRAMS,€44.00, MgF2   1-2.5MM PIECES  1mm - 2.5mm Pieces 50 g 99.99% EVMMGF-1-2.5B
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.99% PURE,N/A,500 GRAMS,€130.00, MgF2   1-2.5MM PIECES  1mm - 2.5mm Pieces 500 g 99.99% EVMMGF-1-2.5T
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.995-99.999% PURE,N/A,500 GRAMS,P.O.R., MgF2   1-4MM PIECES  VACUUM MELTED  1mm - 4mm Pieces 500 g 99.995-99.999% EVMMGF501-4T
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.9% PURE EX Ca & Na @ <1% MAX,N/A,50 GRAMS,€61.00, MgF2   3-6MM PIECES  MELTED  3mm - 6mm Pieces 50 g 99.9% EVMMGF-1113B
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.9% PURE EX Ca & Na @ <1% MAX,N/A,100 GRAMS,€82.00, MgF2   3-6MM PIECES  MELTED  3mm - 6mm Pieces 100 g 99.9% EVMMGF-1113D
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.9% PURE EX Ca & Na @ <1% MAX,N/A,500 GRAMS,€263.00, MgF2   3-6MM PIECES  MELTED  3mm - 6mm Pieces 500 g 99.9% EVMMGF-1113T
Magnesium Fluoride,MAGNESIUM FLUORIDE PIECES,99.9% PURE EX Ca & Na @ <1% MAX,N/A,1 KILOGRAM,P.O.R., MgF2   3-6MM PIECES  MELTED  3mm - 6mm Pieces 1 kg 99.9% EVMMGF1113KG
Magnesium Oxide,MAGNESIUM OXIDE PIECES,99.95% PURE,N/A,50 GRAMS,P.O.R., MgO   3-6MM PIECES  FUSED   Ca < 750 PPM 3mm - 6mm Pieces 50 g 99.95% EVMMGO3-6MMB
Magnesium Oxide,MAGNESIUM OXIDE PIECES,99.95% PURE,N/A,500 GRAMS,P.O.R., MgO   3-6 MM PIECES  FUSED   Ca < 750 PPM 3mm - 6mm Pieces 500 g 99.95% EVMMGO3-6MMT
Manganese,MANGANESE PIECES,99.95% PURE,N/A,1 KILOGRAM,€299.00, Mn   3-12 MM PIECES  3mm - 12mm Pieces 1 kg 99.95% EVMMNM1034
Manganese,MANGANESE PIECES,99.95% PURE,N/A,50 GRAMS,€57.00, Mn   3-12MM PIECES  3mm - 12mm Pieces 50 g 99.95% EVMMNM1034B
Manganese,MANGANESE PIECES,99.95% PURE,N/A,200 GRAMS,€88.00, Mn   3-12MM PIECES  3mm - 12mm Pieces 200 g 99.95% EVMMNM1034H
Manganese,MANGANESE PIECES,99.95% PURE,N/A,500 GRAMS,€185.00, Mn   3-12MM PIECES  3mm - 12mm Pieces 500 g 99.95% EVMMNM1034T
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/2" LONG,1 lb.,P.O.R., Mo    1 POUND 1/4" Dia. x 1/2" Length 99.95% — EVMMO35QXH
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,1 lb.,€400.00, Mo    1 POUND 1/4" Dia. x 1/4" Length 99.95% — EVMMO35QXQ
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,25 GRAMS,€48.00, Mo    1/4" Dia. x 1/4" Length 25 g 99.95% — EVMMO35QXQA
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€86.00, Mo    1/4" Dia. x 1/4" Length 50 g 99.95% — EVMMO35QXQB
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€100.00, Mo    1/4" Dia. x 1/4" Length 100 g 99.95% — EVMMO35QXQD
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/4" LONG,1 lb.,P.O.R., Mo    1 POUND 1/8" Dia. x 1/4" Length 99.95% — EVMMO35EXQ
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€494.00, Mo    1 POUND 1/8" Dia. x 1/8" Length 99.95% — EVMMO35EXE
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS.,€141.00, Mo    1/8" Dia. x 1/8" Length 100 g 99.95% — EVMMO35EXED
Molybdenum,MOLYBDENUM PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,250 GRAMS,€336.00, Mo    1/8" Dia. x 1/8" Length 250 g 99.95% — EVMMO35EXEJ
Molybdenum,MOLYBDENUM PIECES,99.95% PURE,APPROX 1/4" DIAMETER X 1/4" LONG,PER GRAM,€0.31, Mo    Approx. 1/4" x 1/4" Pieces Per Gram 99.95% EVMMO35SPL10
Molybdenum,MOLYBDENUM WIRE,99.95% PURE,1MM DIAMETER,N/A,P.O.R., Mo    +/-0.075MM DIA  SOLD BY THE FOOT 1mm Dia. 1 ft. 99.95% EVMMO35040
Molybdenum Oxide,MOLYBDENUM OXIDE PIECES,99.95% PURE,N/A,25 GRAMS,€296.00, MoO3   3-6MM PIECES  3MM - 6MM Pieces 25g 99.95% EVMMOO3-6MMA
Molybdenum Oxide,MOLYBDENUM OXIDE PIECES,99.95% PURE,N/A,50 GRAMS,€552.00, MoO3   3-6MM PIECES  3MM - 6MM Pieces 50g 99.95% EVMMOO3-6MMB
Molybdenum Oxide,MOLYBDENUM OXIDE PIECES,99.95% PURE,N/A,100 GRAMS,€1, MoO3   3-6MM PIECES  3MM - 6MM Pieces 100g 99.95% EVMMOO3-6MMD 080.00
Molybdenum Oxide,MOLYBDENUM OXIDE PIECES,99.95% PURE,N/A,200 GRAMS,€2, MoO3   3-6MM PIECES  3MM - 6MM Pieces 200g 99.95% EVMMOO3-6MMH 136.00
N/A,NEODYMIUM PIECES,99.9% PURE TREM,N/A,100 GRAMS,P.O.R.,Neodymium  Nd   1-6MM PIECES   PACKAGED IN MINERAL OIL 1mm Dia. x 6mm Length 100 g 99.9% EVMND1-6MMD
Nickel,NICKEL PELLETS,99.98% PURE,1/4" DIAMETER X 1/2" LONG,1 lb.,€253.00, Ni    1 POUND 1/4" Dia. x 1/2" Length 99.98% EVMNI38QXH
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/2" LONG,1 lb.,€495.00, Ni    1 POUND 1/4" Dia. x 1/2" Length 99.995% EVMNI45QXH
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/2" LONG,100 GRAMS,€107.00, Ni    1/4" Dia. x 1/2" Length 100 g 99.995% EVMNI45QXHD
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,+/-0.020" LONG,€273.00, Ni    1 POUND  +/-0.005" DIA  1/4" Dia. x 1/4" Length 1 lb. 99.995% EVMNI45QXQ
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,25 GRAMS,€48.00, Ni    1/4" Dia. x 1/4" Length 25 g 99.995% EVMNI45QXQA
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€66.00, Ni    1/4" Dia. x 1/4" Length 50 g 99.995% EVMNI45QXQB
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€94.00, Ni    1/4" Dia. x 1/4" Length 100 g 99.995% EVMNI45QXQD
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,225 GRAMS,€147.00, Ni    1/4" Dia. x 1/4" Length 225 g 99.995% EVMNI45QXQI
Nickel,NICKEL PELLETS,99.995% PURE,1/4" DIAMETER X 1/4" LONG,250 GRAMS,€164.00, Ni    1/4" Dia. x 1/4" Length 250 g 99.995% EVMNI45QXQJ
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/4" LONG,1 lb.,€445.00, Ni    1 POUND 1/8" Dia. x 1/4" Length 99.995% EVMNI45EXQ
Nickel,NICKEL PELLETS,99.98% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€642.00, Ni    1 POUND 1/8" Dia. x 1/8" Length 99.98% EVMNI38EXE
Nickel,NICKEL PELLETS,99.98% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€68.00, Ni    1/8" Dia. x 1/8" Length 25 g 99.98% EVMNI38EXEA
Nickel,NICKEL PELLETS,99.98% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€102.00, Ni    1/8" Dia. x 1/8" Length 50 g 99.98% EVMNI38EXEB
Nickel,NICKEL PELLETS,99.98% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€173.00, Ni    1/8" Dia. x 1/8" Length 100 g 99.98% EVMNI38EXED
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,1 lb.,€676.00, Ni    1 POUND 1/8" Dia. x 1/8" Length 99.995% EVMNI45EXE
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€70.00, Ni    1/8" Dia. x 1/8" Length 25 g 99.995% EVMNI45EXEA
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS.,€106.00, Ni    1/8" Dia. x 1/8" Length 50 g 99.995% EVMNI45EXEB
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€180.00, Ni    1/8" Dia. x 1/8" Length 100 g 99.995% EVMNI45EXED
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,250 GRAMS,€404.00, Ni    1/8" Dia. x 1/8" Length 250 g 99.995% EVMNI45EXEJ
Nickel,NICKEL PELLETS,99.995% PURE,1/8" DIAMETER X 1/8" LONG,500 GRAMS,€720.00, Ni    1/8" Dia. x 1/8" Length 500 g 99.995% EVMNI45EXET
Nickel,NICKEL WIRE,99.6% PURE,0.020" DIAMETER ON SPOOL,N/A,P.O.R., Ni    PER FOOT  MINIMUM ORDER QUANTITY OF 25 FEET 0.020" Dia. (0.50mm) 1 ft. 99.6% EVMNI26.020
Nickel,NICKEL WIRE,99.98% PURE,0.020" DIAMETER,N/A,€3.00, Ni    PER FOOT  MINIMUM ORDER QTY 5 FEET 0.020" Dia. (0.50mm) 1 ft. 99.98% EVMNI38020
Nickel,NICKEL WIRE,99.98% PURE 0.030"/ 0.75MM DIAMETER,N/A,1 lb.,P.O.R., Ni   1 POUND 0.03" Dia. (0.75mm) 99.98% EVMNI38030LB
Nickel/Chromium,N/A,N/A,N/A,~2500/BAG,P.O.R.,NICKEL/CHROME EVAPORANT  Ni/Cr  80/20 WT%  ~500mg CANE   SOLD PER BAG 490mg–510mg 2 500 per Bag Gilphy 80 EVMNICR500CANE
Nickel/Iron,NICKEL/IRON PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG PELLETS,100 GRAMS,€180.00, Ni/Fe 81/19 WT%    Nickel Iron (81/19 wt%) 1/8" Dia. x 1/8" Length 100 g 99.95% EVMNIFEEXE-D
Nickel/Iron,NICKEL/IRON PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€164.00, Ni/Fe 81/19 WT%    Nickel Iron (81/19 wt%) 1/4" Dia. x 1/4" Length 100 g 99.95% EVMNIFEQXQ-D
Nickel/Iron,NICKEL/IRON PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,200 GRAMS,€213.00, Ni/Fe 81/19 WT%    Nickel Iron (81/19 wt%) 1/4" Dia. x 1/4" Length 200 g 99.95% EVMNIFEQXQ-H
Nickel/Iron,NICKEL/IRON PELLETS,99.95% PURE,1/8" DIA X 1/8" LONG,25 GRAMS,€122.00, Ni/Fe 81/19 WT%    Nickel Iron (81/19 wt%) 1/8" Dia. x 1/8" Length 25 99.95% EVMNIFEEXE-A
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€164.00, Ni/Cr 80/20 WT%    1/4" Dia. x 1/4" Length 100 g 99.95% EVMNICRQXQ-D
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,500 GRAM LOT,P.O.R., Ni/Cr  80/20 WT%    1/4" Dia. x 1/4" Length 500 g 99.95% EVMNICRQXQ-T
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,400 GRAMS,P.O.R., Ni/Cr 80/20 WT%    1/8" Dia. x 1/8" Length 400 g 99.95% EVMNICR35EXE-P
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,25 GRAMS,€106.00, Ni/CR 80/20 WT %    1/8" Dia. x 1/8" Length 25 g 99.95% EVMNICREXE-A
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,50 GRAMS,P.O.R., Ni/Cr 80/20 WT%    1/8" Dia. x 1/8" Length 50 g 99.95% EVMNICREXE-B
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€242.00, Ni/Cr 80/20 WT %    1/8" Dia. x 1/8" Length 100 g 99.95% EVMNICREXE-D
Nickel/Chromium,NICKEL/CHROME PELLETS,99.95% PURE,1/8" DIAMETER X 1/8" LONG,300 GRAMS,P.O.R., Ni/Cr 80/20 WT %    1/8" Dia. x 1/8" Length 300 g 99.95% EVMNICREXE-L
Niobium,NIOBIUM PELLETS,99.95% PURE EX Ta,1/4" DIAMETER X 1/2" LONG,1 lb.,€558.00, Nb    1 POUND 1/4" Dia. x 1/2" Length 99.95% pure Ex Ta EVMNB35QXH
Niobium,NIOBIUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/2" LONG,25 GRAMS,P.O.R., Nb   EX Ta   1/4" Dia. x 1/2" Length 25g 99.95% pure Ex Ta EVMNB35QXHA
Niobium,NIOBIUM PELLETS,99.95% PURE EX Ta,1/4" DIAMETER X 1/4" LONG,1 lb.,€444.00, Nb    1 POUND 1/4" Dia. x 1/4" Length 99.95% pure Ex Ta EVMNB35QXQ
Niobium,NIOBIUM PELLETS,99.95% PURE EX Ta,1/8" DIAMETER X 1/4" LONG,1 lb.,P.O.R., Nb    1 POUND 1/8" Dia. x 1/4" Length 99.95% pure Ex Ta EVMNB35EXQ
Niobium,NIOBIUM PELLETS,99.95% PURE EX Ta,1/8" DIAMETER X 1/8" LONG,1 lb.,€690.00, Nb    1 POUND 1/8" Dia. x 1/8" Length 99.95% pure Ex Ta EVMNB35EXE
Niobium,NIOBIUM PELLETS,99.95% PURE EX Ta,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€103.00, Nb    1/8" Dia. x 1/8" Length 50 g 99.95% pure Ex Ta EVMNB35EXEB
Niobium,NIOBIUM PELLETS,99.95% PURE EX Ta,1/8" DIAMETER X 1/8" LONG,100 GRAMS,€171.00, Nb    1/8" Dia. x 1/8" Length 100 g 99.95% pure Ex Ta EVMNB35EXED
Niobium,NIOBIUM WIRE,99.95% PURE,0.020" DIAMETER,N/A,P.O.R., Nb    PER FOOT  10 FOOT MININUM ORDER 0.020" Dia. Per ft.  10 min. 99.95% pure Ex Ta EVMNB.020
Niobium Oxide,NIOBIUM OXIDE PIECES,99.95% PURE,N/A,100 GRAMS,P.O.R., Nb2O5   3-12MM PIECES   WHITE 3mm - 12mm 100g 99.95% White EVMNBO3-12D
Niobium Oxide,NIOBIUM OXIDE PIECES,99.95% PURE,N/A,1 KILOGRAM,P.O.R., Nb2O5   3-12MM PIECES   WHITE 3mm - 12mm 1 kg 99.95% White EVMNBO3-12KG
Niobium Oxide,NIOBIUM OXIDE PIECES,99.95% PURE,N/A,500 GRAMS,P.O.R., Nb2O5   3-12MM PIECES   WHITE 3mm - 12mm 500 g 99.95% White EVMNBO3-12T
Palladium,PALLADIUM PELLETS,99.95% PURE,1/4" DIAMETER X 1/4" LONG,MINIMUM 2.02 GRAMS/PELLET,€171.50, Pd    SOLD PER PELLET   AVE 2.42 GRAMS EACH 1/4" Dia. x 1/4" Length Per Pellet (Approx. 2.3 g Each) 99.95% EVMPD35QXQ
Palladium,PALLADIUM SHOT,99.95% PURE,1/8" DIAMETER X 1/8" LONG,SOLD PER GRAM,P.O.R., Pd    1/8" Dia. x 1/8" Length Per Gram 99.95% EVMPD35SHOT
Palladium,PALLADIUM WIRE,99.95% PURE,0.020" DIAMETER,N/A,P.O.R., Pd    PER FOOT 0.020" Dia. Per ft. 99.95% EVMPD35.020
Palladium,PALLADIUM WIRE,99.95% PURE,0.040" DIAMETER,N/A,P.O.R., Pd    SOLD PER FOOT. 0.040" Dia. Per ft. 99.95% EVMPD35.040
N/A,PERMALLOY/HYMU 80 PELLETS 1/4" DIAMETER X 1/4" LONG,N/A,N/A,1 lb.,€510.00,Permalloy  1 POUND  COMMERCIAL PURITY  TYP 99% 1/4" Dia. x 1/4" Length EVMPERM35QXQ
N/A,PERMALLOY/HYMU 80 PELLETS,N/A,1/4" DIAMETER X 1/4" LONG,50 GRAMS,€82.00,Permalloy    COMMERCIAL PURITY  TYP 99% 1/4" Dia. x 1/4" Length 50 g EVMPERMQXQ-B
N/A,PERMALLOY/HYMU 80 PELLETS,N/A,1/4" DIAMETER X 1/4" LONG,100 GRAMS,€127.00,Permalloy    COMMERCIAL PURITY  TYP 99% 1/4" Dia. x 1/4" Length 100 g EVMPERMQXQ-D
N/A,PERMALLOY/HYMU 80 PELLETS,N/A,1/8" DIAMETER X 1/8" LONG,50 GRAMS,€175.00,Permalloy    COMMERICAL PURITY TYP 99% 1/8" Dia. x 1/8" Length 50 g EVMPERMEXE-B
N/A,PERMALLOY/HYMU 80 PELLETS 1/8" DIAMETER X 1/8" LONG,N/A,N/A,100 GRAMS,€234.00,Permalloy   COMMERCIAL PURITY TYP 99% 1/8" Dia. x 1/8" Length 100 g EVMPERMEXE-D
Platinum,PLATINUM PELLETS,99.99% PURE,1/4" DIAMETER X 1/4" LONG,MINIMUM 3.61 GRAMS/PELLET,€201.75, Pt     SOLD PER PELLET  AVERAGE WEIGHT PER PELLET 4.1 GRAMS EACH 1/4" Dia. x 1/4" Length Per Pellet (Approx. 4 g Each) 99.99% EVMPT40QXQ
Platinum,PLATINUM PELLETS,99.99% PURE,1/8" DIAMETER X 1/8" LONG,SOLD PER GRAM,€45.00, Pt    1/8" Dia. x 1/8" Length Per Gram 99.99% EVMPT40SHOT
Platinum,PLATINUM WIRE,99.99% PURE,0.020"/0.5MM DIAMETER,APPROX 1.28 GRAMS PER FOOT,P.O.R., Pt    PER FOOT  0.020" Dia. Per ft. 99.99% EVMPT40020
N/A,RHENIUM PIECES,99.9% PURE,N/A,10 GRAMS,P.O.R.,Rhenium  Re   3-6MM PIECES  3mm - 6mm Pieces 10 g 99.9% EVMRE303-6MM
N/A,RHENIUM PIECES,99.9% PURE,N/A,25 GRAMS,P.O.R.,Rhenium  Re   3-6MM PIECES  3mm - 6mm Pieces 25 g 99.9% EVMRE303-6MMA
N/A,RHENIUM PIECES,99.9% PURE,N/A,200 GRAMS,P.O.R.,Rhenium  Re   3-6MM PIECES  3mm - 6mm Pieces 200 g 99.9% EVMRE303-6MMH
N/A,RHENIUM PIECES,99.99% PURE,N/A,500 GRAMS,P.O.R.,Rhenium  Re   3-6MM PIECES  3mm - 6mm Pieces 500 g 99.99% EVMRE303-6MMT
N/A,RHENIUM PIECES,99.99% PURE,N/A,50 GRAMS,P.O.R.,Rhenium  Re   3-6MM PIECES  3mm - 6mm Pieces 50 g 99.99% EVMRE403-6MMB
N/A,RHODIUM PIECES,99.9% PURE,N/A,10 GRAMS,P.O.R.,Rhodium  Rh   3-6MM PIECES  3mm - 6mm Pieces 10 g 99.95% EVMRH3-610GR
N/A,RHODIUM PIECES,99.9% PURE,N/A,25 GRAMS,P.O.R.,Rhodium  Rh   3-6MM PIECES  3mm - 6mm Pieces 25 g 99.95% EVMRHXX3-6MM
Ruthenium,RUTHENIUM PIECES,99.95% PURE,N/A,25 GRAMS,P.O.R., Ru   <0.5" RANDOM PIECES  0.1" - 0.5" Pieces 25 g 99.95% EVMRU350.5-A
Ruthenium,RUTHENIUM PIECES,99.95% PURE,N/A,50 GRAMS,P.O.R., Ru   0.1"-0.5" RANDOM PIECES  0.1" - 0.5" Pieces 50 g 99.95% EVMRUX.1-.5B
Ruthenium,RUTHENIUM PIECES,99.95% PURE,N/A,100 GRAMS,P.O.R., Ru   0.1"-0.5" RANDOM PIECES  0.1" - 0.5" Pieces 100 g 99.95% EVMRUX.1-.5D
Ruthenium,RUTHENIUM PIECES,99.95% PURE,N/A,200 GRAMS,P.O.R., Ru   0.1"-0.5" RANDOM PIECES  0.1" - 0.5" Pieces 200 g 99.95% EVMRUX.1-.5H
N/A,SAMARIUM PIECES,99.9% PURE TREM,N/A,25 GRAMS,P.O.R.,Samarium  Sm   3-6MM PIECES   PACKAGED IN MINERAL OIL  HAZARDOUS SHIPPING 3-6mm Pieces 25g 99.9% TREM EVMSM3-6MMA
N/A,SAMARIUM PIECES,99.9% PURE TREM,N/A,50 GRAMS,P.O.R.,Samarium  Sm   3-6MM PIECES   PACKAGED IN MINERAL OIL  HAZARDOUS SHIPPING 3-6mm Pieces 50g 99.9% TREM EVMSM3-6MMB
