Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
Cerium Yttrium Ferrite,CERIUM YTTRIUM IRON OXIDE TARGET,Cerium Yttrium Ferrite,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R., Ce2.5Y0.5Fe5O12     BEST EFFORTS 99.9% Most Standard Guns 1 EJTCEYFEOSPL02
Cerium Yttrium Ferrite,CERIUM YTTRIUM IRON OXIDE TARGET,Cerium Yttrium Ferrite,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., Ce2.5Y0.5Fe5O12     BEST EFFORTS 99.9% Most Standard Guns 1 EJTCEYFEOSPL01
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,25.4,1.00",3.175,0.125",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,25.4,1.00",6.35,0.250",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,50.8,2.00",3.175,0.125",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,50.8,2.00",6.35,0.250",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING  W/ KEEPER   KEEPER PACKAGED SEPARATELY 99.9% TORUS Mag Keeper 2 —
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,76.19999999999999,3.00",3.175,0.125",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,76.19999999999999,3.00",6.35,0.250",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,101.6,4.00",3.175,0.125",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,101.6,4.00",6.35,0.250",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Cerium,CERIUM TARGET,Cerium,99.9% PURE TREM,152.39999999999998,6.00",6.35,0.250",P.O.R., Ce     PACKAGED IN MINERAL OIL  CANNOT OFFER BONDING  HAZARDOUS SHIPPING 99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,25.4,1.0",3.175,0.125",€302.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,25.4,1.0",6.35,0.250",€353.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,50.8,2.0",3.175,0.125",€390.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,50.8,2.0",6.35,0.250",€432.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,76.19999999999999,3.0",3.175,0.125",€543.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,76.19999999999999,3.0",6.35,0.250",€640.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,101.6,4.0",3.175,0.125",€759.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,101.6,4.0",6.35,0.250",€868.00,Cr2O3     AS PRESSED 99.8%-99.9% Most Standard Guns 1
Chromium Oxide,CHROMIUM OXIDE TARGET,,99.8%-99.9% PURE,3.175,0.125",3.175,0.125",P.O.R.,Cr2O3     AS PRESSED  HOT-PRESSED 99.8%-99.9% — — KJL81046
Chromium Oxide,CHROMIUM OXIDE TARGET,,Cr2O3 99.8%-99.9% PURE,152.39999999999998,6.0",6.35,0.250",€1,  AS PRESSED 99.8%-99.9% Most Standard Guns 1 800.00
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,25.4,1.0",3.175,0.125",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI251A2
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,25.4,1.0",6.35,0.250",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI251A4
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,50.8,2.0",3.175,0.125",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI252A2
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,50.8,2.0",6.35,0.250",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI252A4
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI253A2
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI253A4
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,101.6,4.0",3.175,0.125",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI254A2
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,101.6,4.0",6.35,0.250",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI254A4
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI256A2
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI256A4
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,203.2,8.0",3.175,0.125",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI258A2
Chromium Silicide,CHROMIUM SILICIDE TARGET,Chromium Silicide,99.5% PURE,203.2,8.0",6.35,0.250",P.O.R., CrSi2    99.5% Most Standard Guns 1 EJTCRSI258A4
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,25.4,1.00",3.175,0.125",€89.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,25.4,1.00",6.35,0.250",€95.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,50.8,2.00",3.175,0.125",€142.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,50.8,2.00",6.35,0.250",€195.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,50.8,2.00",6.35,0.250",P.O.R., Cr    D & T 2-56 CENTER HOLE    W/ KEEPER 99.95% U.S. Gun —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,50.8,2.00",6.35,0.250",€245.00, Cr     W/ KEEPER  99.95% TORUS Mag Keeper 2 —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,76.19999999999999,3.00",3.175,0.125",€205.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,76.19999999999999,3.00",6.35,0.250",€258.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Cr     W/ 6-32 CENTER HOLE   W/ KEEPER AND SCREW 99.95% U.S. Gun —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,76.19999999999999,3.00",6.35,0.250",€374.00, Cr       W/ KEEPER  99.95% TORUS Mag Keeper 3 —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,101.6,4.00",3.175,0.125",€379.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,101.6,4.00",6.35,0.250",€437.00, Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,101.6,4.00",6.35,0.250",P.O.R., Cr     DRILLED AND TAPPED FOR A 8-32 CENTER HOLE   WITH KEEPER AND SCREW 99.95% U.S. Gun —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,101.6,4.00",6.35,0.250",€447.00, Cr     W/ KEEPER  99.95% TORUS Mag Keeper 4 —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,N/A,N/A,N/A,1,P.O.R., Cr     99.95% — —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,N/A,N/A,N/A,1,P.O.R., Cr     99.95% — —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,N/A,N/A,N/A,2,P.O.R., Cr    99.95% — — KJL81063
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,0.254,.010",N/A,3.175,P.O.R.,   99.95% — — KJL81030
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE 57MM DIA X 3.17MM THICK,N/A,N/A,N/A,3.17,P.O.R., Cr   99.95% — — KJL81022
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,N/A,N/A,N/A,3.18,P.O.R., Cr    99.95% — —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,152.39999999999998,6.00",3.175,0.125",P.O.R., Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,152.39999999999998,6.00",6.35,0.250",P.O.R., Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,N/A,N/A,N/A,3,P.O.R., Cr    99.95% — —
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,203.2,8.00",3.175,0.125",P.O.R., Cr    99.95% Most Standard Guns 1
Chromium,CHROMIUM TARGET,Chromium,99.95% PURE,203.2,8.00",6.35,0.250",P.O.R., Cr    99.95% Most Standard Guns 1
Cobalt Ferrite,COBALT IRON OXIDE TARGET,Cobalt Ferrite,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R., CoFe2O4    99.9% Most Standard Guns 1 EJTCOFEO1A2
Cobalt Ferrite,COBALT IRON OXIDE TARGET,Cobalt Ferrite,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R., CoFe2O4    99.9% Most Standard Guns 1 EJTCOFEO1A4
Cobalt Ferrite,COBALT IRON OXIDE TARGET,Cobalt Ferrite,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R., CoFe2O4    99.9% Most Standard Guns 1 EJTCOFEO2A2
Cobalt Ferrite,COBALT IRON OXIDE TARGET,Cobalt Ferrite,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R., CoFe2O4    99.9% Most Standard Guns 1 EJTCOFEO2A4
Cobalt Ferrite,COBALT IRON OXIDE TARGET,Cobalt Ferrite,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R., CoFe2O4    99.9% Most Standard Guns 1 EJTCOFEO3A2
Cobalt Ferrite,COBALT IRON OXIDE TARGET,Cobalt Ferrite,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., CoFe2O4    99.9% Most Standard Guns 1 EJTCOFEO3A4
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,25.4,1.00",6.35,0.250",P.O.R.,  99.9% PURE    BEST EFFORTS ON SURFACE APPEARANCE 99.9% Consult Sputter Gun Manual EJTCOFEB1A4
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,50.8,2.00",3.175,0.125",P.O.R.,  99.9% PURE    HOT-PRESSED 99.95% Consult Sputter Gun Manual EJTCOFEB2A2
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT %,50.8,2.00",3.175,0.125",€870.00,  99.9% PURE    BEST EFFORTS ON APPEARANCE 99.9% Consult Sputter Gun Manual EJTCOFEBSPL27
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,50.8,2.00",3.175,0.125",€897.00,  99.95% PURE    ARC-MELTED  BEST EFFORTS ON SURFACE APPEARANCE 99.95% Consult Sputter Gun Manual EJTCOFEBSPL47
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,50.8,2.00",6.35,0.250",P.O.R.,  99.9% PURE    BEST EFFORTS ON SURFACE APPEARANCE 99.9% Consult Sputter Gun Manual EJTCOFEBSPL26
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,76.19999999999999,3.00",1.5875,0.0625",P.O.R.,  99.9% PURE    BEST EFFORTS 99.9% Consult Sputter Gun Manual EJTCOFEBSPL30
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,76.19999999999999,3.00",2.54,0.100",P.O.R.,  99.95% PURE    BEST EFFORTS ON SURFACE APPEARANCE 99.95% TORUS Mag Keeper 3 EJTCOFEB3A.1
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,76.19999999999999,3.00",3.175,0.125",P.O.R.,  99.9% PURE    BEST EFFORTS ON SURFACE APPEARANCE 99.9% Consult Sputter Gun Manual EJTCOFEB3A2
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT%,76.19999999999999,3.00",3.175,0.125",P.O.R.,  99.95% PURE    BEST EFFORTS ON SURFACE APPEARANCE 99.95% Consult Sputter Gun Manual EJTCOFEBSPL06
Cobalt Iron Boron,COBALT/IRON/BORON TARGET,Cobalt Iron Boron,Co/Fe/B 60/20/20 AT %,76.19999999999999,3.00",6.35,0.250",P.O.R.,  99.9% PURE    BEST EFFORTS ON APPEARANCE 99.9% Consult Sputter Gun Manual EJTCOFEBSPL28
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,25.4,1.0",1.5875,0.0625",€100.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,25.4,1.0",1.5875,0.0625",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,25.4,1.0",3.175,0.125",€94.00, Co    +/- 0.010 ALL 99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,25.4,1.0",3.175,0.125",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,25.4,1.0",6.35,0.250",€106.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,50.8,2.0",1.5875,0.0625",€92.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,50.8,2.0",1.5875,0.0625",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,50.8,2.0",3.175,0.125",€129.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,50.8,2.0",3.175,0.125",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,50.8,2.0",6.35,0.250",€122.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,50.8,2.0",6.35,0.250",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,50.8,2.0",N/A,1,P.O.R., Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,50.8,2.0",N/A,2,P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,50.8,2.0",N/A,2,P.O.R., Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,76.19999999999999,3.0",1.5875,0.0625",€128.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,76.19999999999999,3.0",2.032,0.080",P.O.R., Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,76.19999999999999,3.0",2.032,0.080",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,76.19999999999999,3.0",3.175,0.125",€149.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,76.19999999999999,3.0",6.35,0.250",€181.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,101.6,4.0",2.54,0.100",P.O.R., Co    99.95% TORUS Mag Keeper 4
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,101.6,4.0",3.175,0.125",€247.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,101.6,4.0",3.175,0.125",P.O.R., Co    99.99% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,101.6,4.0",6.35,0.250",€253.00, Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,101.6,4.0",N/A,0.5,P.O.R., Co     99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,N/A,N/A,N/A,0.1,P.O.R., Co     99.95% —
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,N/A,N/A,N/A,0.1,P.O.R., Co     99.99% —
Cobalt,COBALT TARGET,Cobalt,99.99% PURE,N/A,N/A,N/A,0.3,P.O.R., Co     99.99% — KJL81069
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,152.39999999999998,6.0",3.175,0.125",P.O.R., Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R., Co    99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE 8.00" DIAMETER X 0.125" THICK +/-0.010" ALL,203.2,8.0",3.175,0.125",P.O.R., Co  99.95% Consult Sputter Gun Manual
Cobalt,COBALT TARGET,Cobalt,99.95% PURE,203.2,8.0",6.35,0.250",P.O.R., Co    99.95% Consult Sputter Gun Manual
Cobalt Oxide,COBALT OXIDE TARGET,,99.5% PURE,50.8,2.00",3.175,0.125",P.O.R.,CoO     INDIUM BONDED TO COPPER BACKING PLATE  OFHC 101  Cu    LIMITED SHELF LIFE 99.5% Indium Most Standard Guns 1
Cobalt Oxide,COBALT OXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,CoO     BEST EFFORTS ON APPEARANCE  LIMITED SHELF LIFE  INDIUM BONDED TO COPPER BACKING PLATE  OFHC 101  Cu    W/ KEEPER  6-32 SCREW 99.9% Indium U.S. Gun —
Cobalt Oxide,COBALT OXIDE TARGET,,99.95% PURE,50.8,2.00",3.175,0.125",P.O.R.,CoO     BEST EFFORTS ON APPEARANCE  LIMITED SHELF LIFE  INDIUM BONDED TO COPPER BACKING PLATE  OFHC 101  Cu   99.95% Indium Most Standard Guns 1
Cobalt Oxide,COBALT OXIDE TARGET,,99.95% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,CoO     BEST EFFORTS ON APPEARANCE  LIMITED SHELF LIFE  INDIUM BONDED TO COPPER BACKING PLATE  OFHC 101  Cu   99.95% Indium Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,25.4,1.0",3.175,0.125",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,25.4,1.0",6.35,0.250",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,50.8,2.0",3.175,0.125",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,50.8,2.0",6.35,0.250",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,76.19999999999999,3.0",3.175,0.125",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,76.19999999999999,3.0",6.35,0.250",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,101.6,4.0",3.175,0.125",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,101.6,4.0",6.35,0.250",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper Oxide,COPPER OXIDE TARGET,,99.7%-99.9% PURE,152.39999999999998,6.0",6.35,0.250",P.O.R.,CuO    99.7% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,25.4,1.0",3.175,0.125",€70.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,25.4,1.0",3.175,0.125",€91.00, Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,25.4,1.0",6.35,0.250",€95.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,25.4,1.0",6.35,0.250",€158.00, Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,50.8,2.0",3.175,0.125",€91.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,50.8,2.0",3.175,0.125",€133.00, Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,50.8,2.0",6.35,0.250",€100.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,50.8,2.0",6.35,0.250",€215.00, Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,50.8,2.00",6.35,0.250",P.O.R., Cu     D & T FOR 2-56 HOLE WITH KEEPER AND SCREW 99.99% U.S. Gun —
Copper,COPPER TARGET,Copper,99.99% PURE,50.8,2.00",6.35,0.250",€297.00, Cu     W/ KEEPER  99.99% TORUS Mag Keeper 2 —
Copper,COPPER TARGET,Copper,99.999% PURE,50.8,2.00",6.35,0.250",€311.00, Cu     W/ KEEPER  99.999% TORUS Mag Keeper 2 —
Copper,COPPER TARGET,Copper,99.99% PURE,76.19999999999999,3.0",3.175,0.125",€100.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,76.19999999999999,3.0",3.175,0.125",€227.00, Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,76.19999999999999,3.0",6.35,0.250",€122.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,76.19999999999999,3.0",6.35,0.250",€242.00, Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R., Cu     DRILLED AND TAPPED FOR A 6-32   WITH KEEPER AND SCREW 99.99% U.S. Gun —
Copper,COPPER TARGET,Copper,99.99% PURE,76.19999999999999,3.00",6.35,0.250",€258.00, Cu       W/ KEEPER  99.99% TORUS Mag Keeper 3 —
Copper,COPPER TARGET,Copper,99.999% PURE,76.19999999999999,3.00",6.35,0.250",€374.00, Cu     W/ KEEPER  99.999% TORUS Mag Keeper 3 —
Copper,COPPER TARGET,Copper,99.99% PURE,101.6,4.0",3.175,0.125",€133.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.999% PURE,101.6,4.0",3.175,0.125",P.O.R., Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,101.6,4.0",6.35,0.250",€138.00, Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,101.6,4.0",6.35,0.250",P.O.R., Cu     W/ 6-32 CENTER HOLE   W/ KEEPER 99.99% U.S. Gun —
Copper,COPPER TARGET,Copper,99.999% PURE,101.6,4.0",6.35,0.250",P.O.R., Cu    99.999% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,101.6,4.00",6.35,0.250",€290.00, Cu     W/ KEEPER  99.99% TORUS Mag Keeper 4 —
Copper,COPPER TARGET,Copper,99.999% PURE,101.6,4.00",6.35,0.250",P.O.R., Cu    DRILLED AND TAPPED FOR A 8-32 CENTER HOLE   WITH KEEPER AND SCREW 99.999% U.S. Gun —
Copper,COPPER TARGET,Copper,99.999% PURE,101.6,4.00",6.35,0.250",P.O.R., Cu     W/ KEEPER  99.999% TORUS Mag Keeper 4 —
Copper,COPPER TARGET,Copper,99.99% PURE,127.0,5.0",6.35,0.250",P.O.R., Cu    99.99% Most Standard Guns 1
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,0.5,P.O.R., Cu    99.99% — —
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,1,P.O.R., Cu    99.99% — —
Copper,COPPER TARGET,Copper,99.999% PURE,N/A,N/A,N/A,0.1,P.O.R., Cu     99.999% — — KJL81017
Copper,COPPER TARGET,Copper,99.999% PURE,N/A,N/A,N/A,0.2,P.O.R., Cu     99.999% — — KJL81018
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,0.2,P.O.R., Cu     99.99% — — KJL81071
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,0.3,P.O.R., Cu     99.99% — — KJL81040
Copper,COPPER TARGET,Copper,99.999% PURE,N/A,N/A,N/A,0.3,P.O.R., Cu     99.999% — — KJL81054
Copper,COPPER TARGET,Copper,99.999% PURE,N/A,N/A,N/A,0.5,P.O.R., Cu     99.999% — — KJL81053
Copper,COPPER TARGET,Copper,99.99% PURE,N/A,N/A,N/A,0.5,P.O.R., Cu     99.99% — — KJL81060
