Material,Name,Formula,Purity,Diameter mm,Diameter ",Thickness mm,Thickness ",Price,Rest
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 80/20 AT%,50.8,2.00",6.35,0.250",P.O.R., Mn/Ir 80/20 AT%  99.9% PURE    BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTMNIR302A4
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 78/22 AT%,50.8,2.00",6.35,0.250",P.O.R., Mn/Ir 78/22 AT%  99.95% PURE    BEST EFFORTS ON APPEARANCE 99.95% Most Standard Guns 1 EJTMNIRSPL06
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 80/20 AT%,50.8,2.00",6.35,0.250",P.O.R., Mn/Ir 80/20 AT%  99.95% PURE    BEST EFFORTS ON APPEARANCE 99.95% Most Standard Guns 1 EJTMNIRSPL19
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 80/20 AT%,76.19999999999999,3.00",3.175,0.125",P.O.R., Mn/Ir 80/20 AT%  99.9% PURE    BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTMNIR303A2
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 75/25 AT%,76.19999999999999,3.00",3.175,0.125",P.O.R., Mn/Ir 75/25 AT%  99.9% PURE    BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTMNIRSPL08
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 75/25 AT%,76.19999999999999,3.00",3.175,0.125",P.O.R., Mn/Ir  75/25 AT%  99.95% PURE    BEST EFFORTS ON APPEARANCE 99.95% Most Standard Guns 1 EJTMNIRSPL23
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 81/19 AT%,101.6,4.00",3.175,0.125",P.O.R., Mn/Ir 81/19 AT%  99.95% PURE    BEST EFFORTS ON APPEARANCE 99.95% Most Standard Guns 1 EJTMNIRSPL31
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 78/22 AT%,101.6,4.00",3.175,0.125",P.O.R., Mn/Ir 78/22 AT%  99.95% PURE      BEST EFFORTS ON APPEARANCE 99.95% Most Standard Guns 1 EJTMNIRSPL36
Manganese Iridium,MANGANESE/IRIDIUM TARGET,Manganese Iridium,Mn/Ir 80/20 AT%,101.6,4.00",6.35,0.250",P.O.R., Mn/Ir 80/20 AT%  99.9% PURE    BEST EFFORTS ON APPEARANCE 99.9% Most Standard Guns 1 EJTMNIR304A4
Manganese Oxide,MANGANESE OXIDE TARGET,,99.9% PURE,25.4,1.00",3.175,0.125",P.O.R.,MnO     MAY HAVE EDGE CHIPS  99.9% Most Standard Guns 1
Manganese Oxide,MANGANESE OXIDE TARGET,,99.9% PURE,25.4,1.00",6.35,0.250",P.O.R.,MnO     MAY HAVE EDGE CHIPS  99.9% Most Standard Guns 1
Manganese Oxide,MANGANESE OXIDE TARGET,,99.9% PURE,50.8,2.00",3.175,0.125",P.O.R.,MnO     MAY HAVE EDGE CHIPS  99.9% Most Standard Guns 1
Manganese Oxide,MANGANESE OXIDE TARGET,,99.9% PURE,50.8,2.00",6.35,0.250",P.O.R.,MnO     MAY HAVE EDGE CHIPS  99.9% Most Standard Guns 1
Manganese Oxide,MANGANESE OXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",3.175,0.125",P.O.R.,MnO     MAY HAVE EDGE CHIPS  99.9% Most Standard Guns 1
Manganese Oxide,MANGANESE OXIDE TARGET,,99.9% PURE,76.19999999999999,3.00",6.35,0.250",P.O.R.,MnO     MAY HAVE EDGE CHIPS  99.9% Most Standard Guns 1
